"","obsid","leadid","ccode","idacr","country","continent","leader","startdate","enddate","entry","exit","exitcode","gender","yrborn"
"789","URU_2020_1",NA,165,"URU","Uruguay","Americas","Luis Lacalle Pou",2020-03-01,2024-07-04,"Regular","Still in Office","Still in Office","M",1973
"790","UKG-1874","1975cb98-3bbd-11e5-afeb-eb6f07f9fec7",200,"UKG","United Kingdom","Europe","Disraeli",1874-02-20,1880-04-18,"Regular","Regular","Regular","M",1804
"791","UKG-1880","3568a438-3bbd-11e5-afeb-eb6f07f9fec7",200,"UKG","United Kingdom","Europe","Gladstone",1880-04-28,1885-06-09,"Regular","Regular","Regular","M",1809
"792","UKG-1886-2","8206b883-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Salisbury",1886-08-03,1892-08-11,"Regular","Regular","Regular","M",1830
"793","UKG-1892","3568a438-3bbd-11e5-afeb-eb6f07f9fec7",200,"UKG","United Kingdom","Europe","Gladstone",1892-08-16,1894-03-03,"Regular","Regular","Regular","M",1809
"794","UKG-1894","8206b884-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Rosebery",1894-03-06,1895-06-24,"Regular","Regular","Regular","M",1847
"795","UKG-1895","8206b883-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Salisbury",1895-06-28,1902-07-11,"Regular","Regular","Regular","M",1830
"796","UKG-1902","8206b885-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Balfour",1902-07-12,1905-12-04,"Regular","Regular","Regular","M",1848
"797","UKG-1905","8206e956-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Campbell-Bannerman",1905-12-10,1908-04-06,"Regular","Retired Due to Ill Health","Regular","M",1836
"798","UKG-1908","8206e957-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Asquith",1908-04-06,1916-12-05,"Regular","Regular","Regular","M",1852
"799","UKG-1916","8206e958-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Lloyd-George",1916-12-10,1922-10-19,"Regular","Regular","Regular","M",1863
"800","UKG-1924-1","82071a2b-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","MacDonald",1924-01-23,1924-11-04,"Regular","Regular","Regular","M",1866
"801","UKG-1924-2","82071a2a-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Baldwin",1924-11-06,1929-06-04,"Regular","Regular","Regular","M",1867
"802","UKG-1929","82071a2b-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","MacDonald",1929-06-08,1935-06-07,"Regular","Regular","Regular","M",1867
"803","UKG-1935","82071a2a-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Baldwin",1935-06-07,1937-05-28,"Regular","Regular","Regular","M",1867
"804","UKG-1937","82071a2c-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Chamberlin",1937-05-28,1940-05-10,"Regular","Regular","Regular","M",1869
"805","UKG-1940","82071a2d-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Churchill",1940-05-10,1945-07-27,"Regular","Regular","Regular","M",1874
"806","UKG-1945","82074afe-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Atlee",1945-07-27,1951-10-26,"Regular","Regular","Regular","M",1883
"807","UKG-1951","82071a2d-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Churchill",1951-10-26,1955-04-05,"Regular","Regular","Regular","M",1874
"808","UKG-1955","82074aff-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Eden",1955-04-06,1957-01-09,"Regular","Retired Due to Ill Health","Regular","M",1897
"809","UKG-1957","82074b00-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","MacMillan",1957-01-10,1963-10-18,"Regular","Regular","Regular","M",1894
"810","UKG-1963","82077bd2-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Douglas-Home",1963-10-18,1964-10-16,"Regular","Regular","Regular","M",1903
"811","UKG-1964","82077bd3-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Wilson",1964-10-16,1970-06-19,"Regular","Regular","Regular","M",1916
"812","UKG-1970","82077bd4-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Heath",1970-06-19,1974-03-04,"Regular","Regular","Regular","M",1916
"813","UKG-1974","82077bd3-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Wilson",1974-03-04,1976-04-05,"Regular","Regular","Regular","M",1916
"814","UKG-1976","82077bd5-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Callaghan",1976-04-05,1979-05-04,"Regular","Regular","Regular","M",1912
"815","UKG-1979","8207aca6-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Thatcher",1979-05-04,1990-11-28,"Regular","Regular","Regular","F",1925
"816","UKG-1990","8207aca7-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Major",1990-11-28,1997-05-02,"Regular","Regular","Regular","M",1943
"817","UKG-1997","8207aca8-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Blair",1997-05-02,2007-06-27,"Regular","Regular","Regular","M",1953
"818","UKG-2007","8250ec2e-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Brown",2007-06-27,2010-05-11,"Regular","Regular","Regular","M",1951
"819","UKG-2010","8250ec2f-1e42-11e4-b4cd-db5882bf8def",200,"UKG","United Kingdom","Europe","Cameron",2010-05-11,2016-07-13,"Regular","Regular","Still in Office","M",1966
"820","UKG_2016_1",NA,200,"UKG","United Kingdom","Europe","May",2016-07-13,2019-07-24,"Reguar","Regular","Regular","F",1956
"821","UKG_2019_1",NA,200,"UKG","United Kingdom","Europe","Johnson",2019-07-24,2022-09-06,"Regular","Regular","Regular","M",1964
"822","UKG_2022_2",NA,200,"UKG","United Kingdom","Europe","Sunak",2022-10-25,2024-07-04,"Regular","Still in Office","Still in Office","M",1980
"823","IRE-1919","8207dd84-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","de Valera",1919-04-01,1921-12-05,"Irregular","Regular","Regular","M",1882
"824","IRE-1922-3","82080e58-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Cosgrave, W.",1922-09-09,1932-03-09,"Regular","Regular","Regular","M",1880
"825","IRE-1932","8207dd84-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","de Valera",1932-03-09,1948-02-18,"Regular","Regular","Regular","M",1882
"826","IRE-1948","82080e59-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Costello",1948-02-18,1951-06-13,"Regular","Regular","Regular","M",1891
"827","IRE-1951","8207dd84-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","de Valera",1951-06-13,1954-06-02,"Regular","Regular","Regular","M",1882
"828","IRE-1954","82080e59-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Costello",1954-06-02,1957-03-20,"Regular","Regular","Regular","M",1891
"829","IRE-1957","8207dd84-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","de Valera",1957-03-20,1959-06-23,"Regular","Regular","Regular","M",1882
"830","IRE-1959","82080e5a-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","LeMass",1959-06-23,1966-11-10,"Regular","Regular","Regular","M",1899
"831","IRE-1966","82083f2c-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Lynch",1966-11-10,1973-03-14,"Regular","Regular","Regular","M",1917
"832","IRE-1973","82083f2d-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Cosgrave, L.",1973-03-14,1977-07-05,"Regular","Regular","Regular","M",1920
"833","IRE-1977","82083f2c-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Lynch",1977-07-05,1979-12-11,"Regular","Regular","Regular","M",1917
"834","IRE-1979","82083f2e-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Haughey",1979-12-11,1981-06-30,"Regular","Regular","Regular","M",1925
"835","IRE-1982-1","82083f2e-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Haughey",1982-03-09,1982-12-14,"Regular","Regular","Regular","M",1925
"836","IRE-1982-2","82087000-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Fitzgerald",1982-12-14,1987-03-10,"Regular","Regular","Regular","M",1926
"837","IRE-1987","82083f2e-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Haughey",1987-03-10,1992-02-11,"Regular","Regular","Regular","M",1925
"838","IRE-1992","82087001-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Reynolds",1992-02-11,1994-12-15,"Regular","Regular","Regular","M",1935
"839","IRE-1994","82087002-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Bruton",1994-12-15,1997-06-26,"Regular","Regular","Regular","M",1947
"840","IRE-1997","8208a0d4-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","Ahern",1997-06-26,2008-05-07,"Regular","Regular","Regular","M",1951
"841","IRE-2008","8250ec30-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","B. Cowen",2008-05-07,2011-03-09,"Regular","Regular","Regular","M",1960
"842","IRE-2011","82511d00-1e42-11e4-b4cd-db5882bf8def",205,"IRE","Ireland","Europe","E. Kenny",2011-03-09,2017-06-14,"Regular","Regular","Still in Office","M",1951
"843","IRE_2017_1",NA,205,"IRE","Ireland","Europe","Leo Varadkar",2017-06-14,2020-06-27,"Regular","Regular","Regular","M",1979
"844","IRE_2020_1",NA,205,"IRE","Ireland","Europe","Michéal Martin",2020-06-27,2022-12-17,"Regular","Regular","Regular","M",1960
"845","IRE_2022_1",NA,205,"IRE","Ireland","Europe","Leo Varadkar",2022-12-17,2024-07-04,"Regular","Still in Office","Still in Office","M",1979
"846","NTH-1874","19a47cb8-3bbd-11e5-afeb-eb6f07f9fec7",210,"NTH","Netherlands","Europe","Heemskerk, JA",1874-08-27,1877-11-03,"Regular","Regular","Regular","M",1818
"847","NTH-1877","8208a0d5-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Kappeye van de Coppello",1877-11-03,1879-08-11,"Regular","Regular","Regular","M",1822
"848","NTH-1879","8208a0d6-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","van Lynden",1879-08-20,1883-04-23,"Regular","Regular","Regular","M",1826
"849","NTH-1883","19a47cb8-3bbd-11e5-afeb-eb6f07f9fec7",210,"NTH","Netherlands","Europe","Heemskerk, JA",1883-04-23,1888-04-21,"Regular","Regular","Regular","M",1818
"850","NTH-1888","8208d1a8-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Mackay",1888-04-21,1891-08-21,"Regular","Regular","Regular","M",1838
"851","NTH-1891","8208d1a9-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","van Tienhoven",1891-08-21,1894-05-07,"Regular","Regular","Regular","M",1841
"852","NTH-1894","8208d1aa-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Roell",1894-05-09,1897-07-27,"Regular","Regular","Regular","M",1844
"853","NTH-1897","8209027c-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Pierson",1897-07-27,1901-08-01,"Regular","Regular","Regular","M",1839
"854","NTH-1901","8209027d-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Kuyper",1901-08-01,1905-08-16,"Regular","Regular","Regular","M",1837
"855","NTH-1905","8209027e-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","de Meester",1905-08-16,1908-02-11,"Regular","Regular","Regular","M",1851
"856","NTH-1908","82093350-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Heemskerk, T",1908-02-12,1913-08-25,"Regular","Regular","Regular","M",1852
"857","NTH-1913","82093351-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","van der Linden",1913-08-29,1918-07-03,"Regular","Regular","Regular","M",1846
"858","NTH-1918","82093352-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","de Beerenbrouck",1918-09-09,1925-06-30,"Regular","Regular","Regular","M",1873
"859","NTH-1926","82093354-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","de Geer",1926-03-08,1929-07-02,"Regular","Regular","Regular","M",1870
"860","NTH-1929","82093352-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","de Beerenbrouck",1929-08-10,1933-04-25,"Regular","Regular","Regular","M",1873
"861","NTH-1933","82093353-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Colijn",1933-05-26,1939-07-27,"Regular","Regular","Regular","M",1869
"862","NTH-1939","82093354-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","de Geer",1939-08-10,1940-05-14,"Regular","Foreign","Removed through Threat of Foreign Force","M",1870
"863","NTH-1945","82093355-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Schermerhorn",1945-06-24,1946-05-17,"Regular","Regular","Regular","M",1894
"864","NTH-1946","82096424-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Beel",1946-07-03,1948-07-07,"Regular","Regular","Regular","M",1902
"865","NTH-1948","82096425-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Drees",1948-08-07,1958-12-22,"Regular","Regular","Regular","M",1886
"866","NTH-1959","82096426-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","de Quay",1959-05-19,1963-05-15,"Regular","Regular","Regular","M",1901
"867","NTH-1963","82096427-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Marijnen",1963-07-24,1965-02-26,"Regular","Regular","Regular","M",1917
"868","NTH-1965","82096428-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Cals",1965-04-27,1966-10-14,"Regular","Regular","Regular","M",1914
"869","NTH-1967","820994f8-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","De Jong",1967-04-03,1971-04-29,"Regular","Regular","Regular","M",1915
"870","NTH-1971","820994f9-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Biesheuvel",1971-07-06,1973-05-11,"Regular","Regular","Regular","M",1920
"871","NTH-1973","820994fa-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","den Uyl",1973-05-11,1977-12-19,"Regular","Regular","Regular","M",1919
"872","NTH-1977","820994fb-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","van Agt",1977-12-19,1982-11-04,"Regular","Regular","Regular","M",1931
"873","NTH-1982","820994fc-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Lubbers",1982-11-04,1994-08-22,"Regular","Regular","Regular","M",1939
"874","NTH-1994","820994fd-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Kok",1994-08-22,2002-07-22,"Regular","Regular","Regular","M",1938
"875","NTH-2002","8209c5d6-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","Jan Peter Balkenende",2002-07-22,2010-10-14,"Regular","Regular","Regular","M",1956
"876","NTH-2010","82511d01-1e42-11e4-b4cd-db5882bf8def",210,"NTH","Netherlands","Europe","M. Rutte",2010-10-14,2024-07-04,"Regular","Still in Office","Still in Office","M",1967
"877","BEL-1871","8209c5d7-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Jules Malou",1871-12-07,1878-06-19,"Regular","Regular","Regular","M",1810
"878","BEL-1878","19768ee8-3bbd-11e5-afeb-eb6f07f9fec7",211,"BEL","Belgium","Europe","Walthere Frere-Orban",1878-06-19,1884-06-16,"Regular","Regular","Regular","M",1812
"879","BEL-1884-2","8209c5d8-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Auguste Marie Franaois Beernaert",1884-10-26,1894-03-26,"Regular","Regular","Regular","M",1829
"880","BEL-1894","8209c5d9-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Jules Philippe Marie de Burlet",1894-03-26,1896-02-25,"Regular","Regular","Regular","M",1844
"881","BEL-1896","8209c5da-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Paul de Smet de Nayer",1896-02-25,1899-01-24,"Regular","Regular","Regular","M",1843
"882","BEL-1899-2","8209c5da-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Paul de Smet de Nayer",1899-08-05,1907-05-02,"Regular","Regular","Regular","M",1843
"883","BEL-1908","8209f6ab-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Frans Schollaert",1908-01-09,1911-06-17,"Regular","Regular","Regular","M",1851
"884","BEL-1911","8209f6ac-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Charles, baron de Broqueville",1911-06-17,1914-08-01,"Regular","Foreign","Unknown","M",1860
"885","BEL-1914-2","8209f6ae-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Von Bissing",1914-11-27,1917-04-18,"Regular","Natural Death","Regular","M",1844
"886","BEL-1917","8209f6af-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Von Falkenhausen",1917-04-18,1918-11-11,"Regular","Foreign","Unknown","M",1844
"887","BEL-1918-2","820a277f-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Delacroix",1918-11-22,1920-11-03,"Regular","Regular","Regular","M",1876
"888","BEL-1920","820a2780-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","de Wiart",1920-11-18,1921-11-19,"Regular","Regular","Regular","M",1869
"889","BEL-1921","820a2781-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Theunis",1921-12-15,1925-04-05,"Regular","Regular","Regular","M",1873
"890","BEL-1925-2","820a2783-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Poullet",1925-06-17,1926-05-06,"Regular","Retired Due to Ill Health","Regular","M",1868
"891","BEL-1926","820a2784-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Jasper",1926-05-20,1931-05-21,"Regular","Regular","Regular","M",1870
"892","BEL-1931","820a5852-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Renkin",1931-06-05,1932-10-18,"Regular","Regular","Regular","M",1862
"893","BEL-1932","8209f6ac-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Charles, baron de Broqueville",1932-10-22,1934-11-13,"Regular","Regular","Regular","M",1860
"894","BEL-1935","820a5853-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","van ZeeLand",1935-03-26,1937-10-25,"Regular","Regular","Regular","M",1893
"895","BEL-1939","820a5856-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Pierlot",1939-02-09,1940-05-28,"Regular","Foreign","Removed through Threat of Foreign Force","M",1883
"896","BEL-1945","820a5857-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","van Acker",1945-02-11,1946-02-18,"Regular","Regular","Regular","M",1898
"897","BEL-1947","820a5855-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Spaak",1947-03-19,1949-06-28,"Regular","Regular","Regular","M",1899
"898","BEL-1950-2","820a8929-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Pholien",1950-08-15,1952-01-09,"Regular","Regular","Regular","M",1884
"899","BEL-1952","820a892a-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","van Houtte",1952-01-15,1954-04-12,"Regular","Regular","Regular","M",1907
"900","BEL-1954","820a5857-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","van Acker",1954-04-22,1958-06-02,"Regular","Regular","Regular","M",1898
"901","BEL-1958","820a8927-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Eyskens, G.",1958-06-25,1961-03-27,"Regular","Regular","Regular","M",1905
"902","BEL-1961","820a892b-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Lefevre",1961-04-25,1965-07-27,"Regular","Regular","Regular","M",1914
"903","BEL-1966","820ab9fb-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Vanden Boeynants",1966-03-19,1968-06-16,"Regular","Regular","Regular","M",1919
"904","BEL-1968","820a8927-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Eyskens, G.",1968-06-17,1973-01-26,"Regular","Regular","Regular","M",1905
"905","BEL-1973","820ab9fc-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Leburton",1973-01-26,1974-04-24,"Regular","Regular","Regular","M",1915
"906","BEL-1974","820ab9fd-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Tindemans",1974-04-25,1978-10-20,"Regular","Regular","Regular","M",1922
"907","BEL-1979","820ab9fe-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Martens",1979-04-03,1981-04-06,"Regular","Regular","Regular","M",1936
"908","BEL-1981-2","820ab9fe-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Martens",1981-12-17,1992-03-07,"Regular","Regular","Regular","M",1936
"909","BEL-1992","820aeace-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Dehaene",1992-03-07,1999-07-12,"Regular","Regular","Regular","M",1940
"910","BEL-1999","820aeacf-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Verhofstadt",1999-07-12,2008-03-20,"Regular","Regular","Regular","M",1953
"911","BEL-2008-1","82511d02-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Leterme",2008-03-20,2008-12-30,"Regular","Regular","Regular","M",1960
"912","BEL-2008-2","82511d03-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","van Rompuy",2008-12-30,2009-11-25,"Regular","Regular","Regular","M",1947
"913","BEL-2009","82511d02-1e42-11e4-b4cd-db5882bf8def",211,"BEL","Belgium","Europe","Leterme",2009-11-25,2011-12-06,"Regular","Regular","Regular","M",1960
