"","ccode","year","coup","pre_coups","time_since_last_coup","coup_dummy"
"2423",483,1971,0,0,11,0
"2424",484,1971,0,5,1,1
"2425",490,1971,0,2,6,1
"2426",500,1971,2,0,9,0
"2427",501,1971,0,0,8,0
"2428",510,1971,0,0,10,0
"2429",516,1971,0,2,5,1
"2430",517,1971,0,0,9,0
"2431",520,1971,0,2,2,1
"2432",530,1971,0,2,10,1
"2433",551,1971,0,0,7,0
"2434",552,1971,0,0,6,0
"2435",553,1971,0,0,7,0
"2436",560,1971,0,0,21,0
"2437",570,1971,0,0,5,0
"2438",571,1971,0,0,5,0
"2439",572,1971,0,0,3,0
"2440",580,1971,0,0,11,0
"2441",590,1971,0,0,3,0
"2442",600,1971,1,0,15,0
"2443",615,1971,0,3,4,1
"2444",616,1971,0,0,15,0
"2445",620,1971,0,1,2,1
"2446",625,1971,1,4,2,1
"2447",630,1971,0,1,18,1
"2448",640,1971,2,3,8,1
"2449",645,1971,0,7,1,1
"2450",651,1971,0,2,17,1
"2451",652,1971,0,9,1,1
"2452",660,1971,0,1,10,1
"2453",663,1971,0,2,13,1
"2454",666,1971,0,0,21,0
"2455",670,1971,0,0,21,0
"2456",678,1971,0,3,4,1
"2457",680,1971,0,1,3,1
"2458",690,1971,0,0,10,0
"2459",692,1971,0,0,0,0
"2460",694,1971,0,0,0,0
"2461",696,1971,0,0,0,0
"2462",698,1971,0,1,1,1
"2463",700,1971,0,0,21,0
"2464",710,1971,0,0,21,0
"2465",712,1971,0,0,21,0
"2466",713,1971,0,0,21,0
"2467",731,1971,0,0,21,0
"2468",732,1971,0,1,10,1
"2469",740,1971,0,0,21,0
"2470",750,1971,0,0,21,0
"2471",760,1971,0,0,21,0
"2472",770,1971,2,1,13,1
"2473",771,1971,0,0,0,0
"2474",775,1971,0,2,9,1
"2475",780,1971,0,0,21,0
"2476",781,1971,0,0,6,0
"2477",790,1971,0,0,21,0
"2478",800,1971,0,3,13,1
"2479",811,1971,0,1,1,1
"2480",812,1971,0,4,5,1
"2481",816,1971,0,0,17,0
"2482",817,1971,0,4,6,1
"2483",820,1971,0,0,14,0
"2484",830,1971,0,0,6,0
"2485",840,1971,0,0,21,0
"2486",850,1971,0,2,5,1
"2487",900,1971,0,0,21,0
"2488",920,1971,0,0,21,0
"2489",950,1971,0,0,1,0
"2490",971,1971,0,0,3,0
"2491",972,1971,0,0,1,0
"2492",990,1971,0,0,9,0
"2493",2,1972,0,0,22,0
"2494",20,1972,0,0,22,0
"2495",40,1972,0,2,15,1
"2496",41,1972,0,4,2,1
"2497",42,1972,0,3,7,1
"2498",51,1972,0,0,10,0
"2499",52,1972,0,0,10,0
"2500",53,1972,0,0,6,0
"2501",70,1972,0,0,22,0
"2502",90,1972,0,6,9,1
"2503",91,1972,2,3,9,1
"2504",92,1972,1,2,11,1
"2505",93,1972,0,0,22,0
"2506",94,1972,0,0,22,0
"2507",95,1972,0,3,3,1
"2508",100,1972,0,4,11,1
"2509",101,1972,0,6,6,1
"2510",110,1972,0,0,6,0
"2511",130,1972,2,6,6,1
"2512",135,1972,0,5,4,1
"2513",140,1972,0,5,3,1
"2514",145,1972,0,11,1,1
"2515",150,1972,0,2,17,1
"2516",155,1972,0,0,22,0
"2517",160,1972,0,10,1,1
"2518",165,1972,0,0,22,0
"2519",200,1972,0,0,22,0
"2520",205,1972,0,0,22,0
"2521",210,1972,0,0,22,0
"2522",211,1972,0,0,22,0
"2523",212,1972,0,0,22,0
"2524",220,1972,0,0,22,0
"2525",221,1972,0,0,22,0
"2526",223,1972,0,0,22,0
"2527",225,1972,0,0,22,0
"2528",230,1972,0,0,22,0
"2529",232,1972,0,0,22,0
"2530",235,1972,0,1,10,1
"2531",260,1972,0,0,22,0
"2532",265,1972,0,0,22,0
"2533",290,1972,0,0,22,0
"2534",305,1972,0,0,22,0
"2535",310,1972,0,0,22,0
"2536",315,1972,0,0,22,0
"2537",325,1972,0,0,22,0
"2538",331,1972,0,0,22,0
"2539",338,1972,0,0,8,0
"2540",339,1972,0,0,22,0
"2541",345,1972,0,0,22,0
"2542",350,1972,0,1,5,1
"2543",352,1972,0,0,12,0
"2544",355,1972,0,0,22,0
"2545",360,1972,0,0,22,0
"2546",365,1972,0,0,22,0
"2547",375,1972,0,0,22,0
"2548",380,1972,0,0,22,0
"2549",385,1972,0,0,22,0
"2550",390,1972,0,0,22,0
"2551",395,1972,0,0,22,0
"2552",411,1972,0,1,3,1
"2553",420,1972,0,0,7,0
"2554",432,1972,0,1,4,1
"2555",433,1972,0,1,10,1
"2556",434,1972,2,4,3,1
"2557",435,1972,0,0,12,0
"2558",436,1972,0,0,12,0
"2559",437,1972,0,0,12,0
"2560",438,1972,0,0,14,0
"2561",439,1972,0,1,6,1
"2562",450,1972,0,0,22,0
"2563",451,1972,0,3,1,1
"2564",452,1972,2,2,5,1
"2565",461,1972,0,2,5,1
"2566",471,1972,0,0,12,0
"2567",475,1972,0,1,6,1
"2568",481,1972,0,1,8,1
"2569",482,1972,0,1,6,1
"2570",483,1972,0,0,12,0
"2571",484,1972,1,5,2,1
"2572",490,1972,0,2,7,1
"2573",500,1972,0,1,1,1
"2574",501,1972,0,0,9,0
"2575",510,1972,0,0,11,0
"2576",516,1972,0,2,6,1
"2577",517,1972,0,0,10,0
"2578",520,1972,0,2,3,1
"2579",530,1972,0,2,11,1
"2580",551,1972,0,0,8,0
"2581",552,1972,0,0,7,0
"2582",553,1972,0,0,8,0
"2583",560,1972,0,0,22,0
"2584",570,1972,0,0,6,0
"2585",571,1972,0,0,6,0
"2586",572,1972,0,0,4,0
"2587",580,1972,0,0,12,0
"2588",590,1972,0,0,4,0
"2589",600,1972,1,1,1,1
"2590",615,1972,0,3,5,1
"2591",616,1972,0,0,16,0
"2592",620,1972,0,1,3,1
"2593",625,1972,0,5,1,1
"2594",630,1972,0,1,19,1
"2595",640,1972,0,4,1,1
"2596",645,1972,0,7,2,1
"2597",651,1972,0,2,18,1
"2598",652,1972,0,9,2,1
"2599",660,1972,0,1,11,1
"2600",663,1972,0,2,14,1
"2601",666,1972,0,0,22,0
"2602",670,1972,0,0,22,0
"2603",678,1972,0,3,5,1
"2604",680,1972,0,1,4,1
"2605",690,1972,0,0,11,0
"2606",692,1972,0,0,1,0
"2607",694,1972,2,0,1,0
"2608",696,1972,1,0,1,0
"2609",698,1972,0,1,2,1
"2610",700,1972,0,0,22,0
"2611",710,1972,0,0,22,0
"2612",712,1972,0,0,22,0
"2613",713,1972,0,0,22,0
"2614",731,1972,0,0,22,0
"2615",732,1972,0,1,11,1
"2616",740,1972,0,0,22,0
"2617",750,1972,0,0,22,0
"2618",760,1972,0,0,22,0
"2619",770,1972,0,2,1,1
"2620",771,1972,0,0,1,0
"2621",775,1972,0,2,10,1
"2622",780,1972,0,0,22,0
"2623",781,1972,0,0,7,0
"2624",790,1972,0,0,22,0
"2625",800,1972,0,3,14,1
"2626",811,1972,0,1,2,1
"2627",812,1972,0,4,6,1
"2628",816,1972,0,0,18,0
"2629",817,1972,0,4,7,1
"2630",820,1972,0,0,15,0
"2631",830,1972,0,0,7,0
"2632",840,1972,0,0,22,0
"2633",850,1972,0,2,6,1
"2634",900,1972,0,0,22,0
"2635",920,1972,0,0,22,0
"2636",950,1972,0,0,2,0
"2637",971,1972,0,0,4,0
"2638",972,1972,0,0,2,0
"2639",990,1972,0,0,10,0
"2640",2,1973,0,0,23,0
"2641",20,1973,0,0,23,0
"2642",31,1973,0,0,0,0
"2643",40,1973,0,2,16,1
"2644",41,1973,0,4,3,1
"2645",42,1973,0,3,8,1
"2646",51,1973,0,0,11,0
"2647",52,1973,0,0,11,0
"2648",53,1973,0,0,7,0
"2649",70,1973,0,0,23,0
"2650",90,1973,0,6,10,1
"2651",91,1973,0,4,1,1
"2652",92,1973,0,3,1,1
"2653",93,1973,0,0,23,0
"2654",94,1973,0,0,23,0
"2655",95,1973,0,3,4,1
"2656",100,1973,0,4,12,1
"2657",101,1973,0,6,7,1
"2658",110,1973,0,0,7,0
"2659",130,1973,0,7,1,1
"2660",135,1973,0,5,5,1
"2661",140,1973,0,5,4,1
"2662",145,1973,0,11,2,1
"2663",150,1973,0,2,18,1
"2664",155,1973,2,0,23,0
"2665",160,1973,0,10,2,1
"2666",165,1973,2,0,23,0
"2667",200,1973,0,0,23,0
"2668",205,1973,0,0,23,0
"2669",210,1973,0,0,23,0
"2670",211,1973,0,0,23,0
"2671",212,1973,0,0,23,0
"2672",220,1973,0,0,23,0
"2673",221,1973,0,0,23,0
"2674",223,1973,0,0,23,0
"2675",225,1973,0,0,23,0
"2676",230,1973,0,0,23,0
"2677",232,1973,0,0,23,0
"2678",235,1973,0,1,11,1
"2679",260,1973,0,0,23,0
"2680",265,1973,0,0,23,0
"2681",290,1973,0,0,23,0
"2682",305,1973,0,0,23,0
"2683",310,1973,0,0,23,0
"2684",315,1973,0,0,23,0
"2685",325,1973,0,0,23,0
"2686",331,1973,0,0,23,0
"2687",338,1973,0,0,9,0
"2688",339,1973,0,0,23,0
"2689",345,1973,0,0,23,0
"2690",350,1973,2,1,6,1
"2691",352,1973,0,0,13,0
"2692",355,1973,0,0,23,0
"2693",360,1973,0,0,23,0
"2694",365,1973,0,0,23,0
"2695",375,1973,0,0,23,0
"2696",380,1973,0,0,23,0
"2697",385,1973,0,0,23,0
"2698",390,1973,0,0,23,0
"2699",395,1973,0,0,23,0
"2700",411,1973,0,1,4,1
"2701",420,1973,0,0,8,0
"2702",432,1973,0,1,5,1
"2703",433,1973,0,1,11,1
"2704",434,1973,0,5,1,1
"2705",435,1973,0,0,13,0
"2706",436,1973,0,0,13,0
"2707",437,1973,0,0,13,0
"2708",438,1973,0,0,15,0
"2709",439,1973,0,1,7,1
"2710",450,1973,0,0,23,0
"2711",451,1973,0,3,2,1
"2712",452,1973,0,3,1,1
"2713",461,1973,0,2,6,1
"2714",471,1973,0,0,13,0
"2715",475,1973,0,1,7,1
"2716",481,1973,0,1,9,1
"2717",482,1973,0,1,7,1
"2718",483,1973,0,0,13,0
"2719",484,1973,0,6,1,1
"2720",490,1973,0,2,8,1
"2721",500,1973,0,1,2,1
"2722",501,1973,0,0,10,0
"2723",510,1973,0,0,12,0
"2724",516,1973,0,2,7,1
"2725",517,1973,2,0,11,0
"2726",520,1973,0,2,4,1
"2727",530,1973,0,2,12,1
"2728",551,1973,0,0,9,0
"2729",552,1973,0,0,8,0
"2730",553,1973,0,0,9,0
"2731",560,1973,0,0,23,0
"2732",570,1973,0,0,7,0
"2733",571,1973,0,0,7,0
"2734",572,1973,0,0,5,0
"2735",580,1973,0,0,13,0
"2736",590,1973,0,0,5,0
"2737",600,1973,0,2,1,1
"2738",615,1973,0,3,6,1
"2739",616,1973,0,0,17,0
"2740",620,1973,0,1,4,1
"2741",625,1973,0,5,2,1
"2742",630,1973,0,1,20,1
"2743",640,1973,0,4,2,1
"2744",645,1973,1,7,3,1
"2745",651,1973,0,2,19,1
"2746",652,1973,0,9,3,1
"2747",660,1973,0,1,12,1
"2748",663,1973,0,2,15,1
"2749",666,1973,0,0,23,0
"2750",670,1973,0,0,23,0
"2751",678,1973,0,3,6,1
"2752",680,1973,0,1,5,1
"2753",690,1973,0,0,12,0
"2754",692,1973,0,0,2,0
"2755",694,1973,0,1,1,1
"2756",696,1973,0,1,1,1
"2757",698,1973,0,1,3,1
"2758",700,1973,2,0,23,0
"2759",710,1973,0,0,23,0
"2760",712,1973,0,0,23,0
"2761",713,1973,0,0,23,0
"2762",731,1973,0,0,23,0
"2763",732,1973,0,1,12,1
"2764",740,1973,0,0,23,0
"2765",750,1973,0,0,23,0
"2766",760,1973,0,0,23,0
"2767",770,1973,0,2,2,1
"2768",771,1973,0,0,2,0
"2769",775,1973,0,2,11,1
"2770",780,1973,0,0,23,0
"2771",781,1973,0,0,8,0
"2772",790,1973,0,0,23,0
"2773",800,1973,0,3,15,1
"2774",811,1973,0,1,3,1
"2775",812,1973,1,4,7,1
"2776",816,1973,0,0,19,0
"2777",817,1973,0,4,8,1
"2778",820,1973,0,0,16,0
"2779",830,1973,0,0,8,0
"2780",840,1973,0,0,23,0
"2781",850,1973,0,2,7,1
"2782",900,1973,0,0,23,0
"2783",920,1973,0,0,23,0
"2784",950,1973,0,0,3,0
"2785",971,1973,0,0,5,0
"2786",972,1973,0,0,3,0
"2787",990,1973,0,0,11,0
"2788",2,1974,0,0,24,0
"2789",20,1974,0,0,24,0
"2790",31,1974,0,0,1,0
"2791",40,1974,0,2,17,1
"2792",41,1974,0,4,4,1
"2793",42,1974,0,3,9,1
"2794",51,1974,0,0,12,0
"2795",52,1974,0,0,12,0
"2796",53,1974,0,0,8,0
"2797",55,1974,0,0,0,0
"2798",70,1974,0,0,24,0
"2799",90,1974,0,6,11,1
"2800",91,1974,0,4,2,1
"2801",92,1974,0,3,2,1
"2802",93,1974,0,0,24,0
"2803",94,1974,0,0,24,0
"2804",95,1974,0,3,5,1
"2805",100,1974,0,4,13,1
"2806",101,1974,0,6,8,1
"2807",110,1974,0,0,8,0
"2808",130,1974,0,7,2,1
"2809",135,1974,0,5,6,1
"2810",140,1974,0,5,5,1
"2811",145,1974,1,11,3,1
"2812",150,1974,0,2,19,1
"2813",155,1974,0,1,1,1
"2814",160,1974,0,10,3,1
"2815",165,1974,0,1,1,1
"2816",200,1974,0,0,24,0
"2817",205,1974,0,0,24,0
"2818",210,1974,0,0,24,0
"2819",211,1974,0,0,24,0
"2820",212,1974,0,0,24,0
"2821",220,1974,0,0,24,0
"2822",221,1974,0,0,24,0
"2823",223,1974,0,0,24,0
"2824",225,1974,0,0,24,0
"2825",230,1974,0,0,24,0
"2826",232,1974,0,0,24,0
"2827",235,1974,2,1,12,1
"2828",260,1974,0,0,24,0
"2829",265,1974,0,0,24,0
"2830",290,1974,0,0,24,0
"2831",305,1974,0,0,24,0
"2832",310,1974,0,0,24,0
"2833",315,1974,0,0,24,0
"2834",325,1974,0,0,24,0
"2835",331,1974,0,0,24,0
"2836",338,1974,0,0,10,0
"2837",339,1974,0,0,24,0
"2838",345,1974,0,0,24,0
"2839",350,1974,0,2,1,1
"2840",352,1974,2,0,14,0
"2841",355,1974,0,0,24,0
"2842",360,1974,0,0,24,0
"2843",365,1974,0,0,24,0
"2844",375,1974,0,0,24,0
"2845",380,1974,0,0,24,0
"2846",385,1974,0,0,24,0
"2847",390,1974,0,0,24,0
"2848",395,1974,0,0,24,0
"2849",404,1974,0,0,0,0
"2850",411,1974,0,1,5,1
"2851",420,1974,0,0,9,0
"2852",432,1974,0,1,6,1
"2853",433,1974,0,1,12,1
"2854",434,1974,0,5,2,1
"2855",435,1974,0,0,14,0
"2856",436,1974,2,0,14,0
"2857",437,1974,0,0,14,0
"2858",438,1974,0,0,16,0
"2859",439,1974,2,1,8,1
"2860",450,1974,0,0,24,0
"2861",451,1974,0,3,3,1
"2862",452,1974,0,3,2,1
"2863",461,1974,0,2,7,1
"2864",471,1974,0,0,14,0
"2865",475,1974,0,1,8,1
"2866",481,1974,0,1,10,1
"2867",482,1974,0,1,8,1
"2868",483,1974,0,0,14,0
"2869",484,1974,0,6,2,1
"2870",490,1974,0,2,9,1
"2871",500,1974,1,1,3,1
"2872",501,1974,0,0,11,0
"2873",510,1974,0,0,13,0
"2874",516,1974,0,2,8,1
"2875",517,1974,0,1,1,1
"2876",520,1974,0,2,5,1
"2877",530,1974,2,2,13,1
"2878",551,1974,0,0,10,0
"2879",552,1974,0,0,9,0
"2880",553,1974,0,0,10,0
"2881",560,1974,0,0,24,0
"2882",570,1974,0,0,8,0
"2883",571,1974,0,0,8,0
"2884",572,1974,0,0,6,0
"2885",580,1974,1,0,14,0
"2886",590,1974,0,0,6,0
"2887",600,1974,0,2,2,1
"2888",615,1974,0,3,7,1
"2889",616,1974,0,0,18,0
"2890",620,1974,0,1,5,1
"2891",625,1974,0,5,3,1
"2892",630,1974,0,1,21,1
"2893",640,1974,0,4,3,1
"2894",645,1974,0,8,1,1
"2895",651,1974,0,2,20,1
"2896",652,1974,0,9,4,1
"2897",660,1974,0,1,13,1
"2898",663,1974,0,2,16,1
"2899",666,1974,0,0,24,0
"2900",670,1974,0,0,24,0
"2901",678,1974,2,3,7,1
"2902",680,1974,0,1,6,1
"2903",690,1974,0,0,13,0
"2904",692,1974,0,0,3,0
"2905",694,1974,0,1,2,1
"2906",696,1974,0,1,2,1
"2907",698,1974,0,1,4,1
"2908",700,1974,0,1,1,1
"2909",710,1974,0,0,24,0
"2910",712,1974,0,0,24,0
"2911",713,1974,0,0,24,0
"2912",731,1974,0,0,24,0
"2913",732,1974,0,1,13,1
"2914",740,1974,0,0,24,0
"2915",750,1974,0,0,24,0
"2916",760,1974,0,0,24,0
"2917",770,1974,0,2,3,1
"2918",771,1974,0,0,3,0
"2919",775,1974,0,2,12,1
"2920",780,1974,0,0,24,0
"2921",781,1974,0,0,9,0
"2922",790,1974,0,0,24,0
"2923",800,1974,0,3,16,1
"2924",811,1974,0,1,4,1
"2925",812,1974,0,5,1,1
"2926",816,1974,0,0,20,0
"2927",817,1974,0,4,9,1
"2928",820,1974,0,0,17,0
"2929",830,1974,0,0,9,0
"2930",840,1974,0,0,24,0
"2931",850,1974,0,2,8,1
"2932",900,1974,0,0,24,0
"2933",920,1974,0,0,24,0
"2934",950,1974,0,0,4,0
"2935",971,1974,0,0,6,0
"2936",972,1974,0,0,4,0
"2937",990,1974,0,0,12,0
"2938",2,1975,0,0,25,0
"2939",20,1975,0,0,25,0
"2940",31,1975,0,0,2,0
"2941",40,1975,0,2,18,1
"2942",41,1975,0,4,5,1
"2943",42,1975,0,3,10,1
"2944",51,1975,0,0,13,0
"2945",52,1975,0,0,13,0
"2946",53,1975,0,0,9,0
"2947",55,1975,0,0,1,0
"2948",70,1975,0,0,25,0
"2949",90,1975,0,6,12,1
"2950",91,1975,2,4,3,1
"2951",92,1975,0,3,3,1
"2952",93,1975,0,0,25,0
"2953",94,1975,0,0,25,0
"2954",95,1975,0,3,6,1
"2955",100,1975,0,4,14,1
"2956",101,1975,0,6,9,1
"2957",110,1975,0,0,9,0
"2958",115,1975,0,0,0,0
"2959",130,1975,1,7,3,1
"2960",135,1975,2,5,7,1
"2961",140,1975,0,5,6,1
"2962",145,1975,0,12,1,1
"2963",150,1975,0,2,20,1
"2964",155,1975,0,1,2,1
"2965",160,1975,1,10,4,1
"2966",165,1975,0,1,2,1
"2967",200,1975,0,0,25,0
"2968",205,1975,0,0,25,0
"2969",210,1975,0,0,25,0
"2970",211,1975,0,0,25,0
"2971",212,1975,0,0,25,0
"2972",220,1975,0,0,25,0
"2973",221,1975,0,0,25,0
"2974",223,1975,0,0,25,0
"2975",225,1975,0,0,25,0
"2976",230,1975,0,0,25,0
"2977",232,1975,0,0,25,0
"2978",235,1975,1,2,1,1
"2979",260,1975,0,0,25,0
"2980",265,1975,0,0,25,0
"2981",290,1975,0,0,25,0
"2982",305,1975,0,0,25,0
"2983",310,1975,0,0,25,0
"2984",315,1975,0,0,25,0
"2985",325,1975,0,0,25,0
"2986",331,1975,0,0,25,0
"2987",338,1975,0,0,11,0
"2988",339,1975,0,0,25,0
"2989",345,1975,0,0,25,0
"2990",350,1975,0,2,2,1
"2991",352,1975,0,1,1,1
"2992",355,1975,0,0,25,0
"2993",360,1975,0,0,25,0
"2994",365,1975,0,0,25,0
"2995",375,1975,0,0,25,0
"2996",380,1975,0,0,25,0
"2997",385,1975,0,0,25,0
"2998",390,1975,0,0,25,0
"2999",395,1975,0,0,25,0
"3000",402,1975,0,0,0,0
"3001",403,1975,0,0,0,0
"3002",404,1975,0,0,1,0
"3003",411,1975,0,1,6,1
"3004",420,1975,0,0,10,0
"3005",432,1975,0,1,7,1
"3006",433,1975,0,1,13,1
"3007",434,1975,1,5,3,1
"3008",435,1975,0,0,15,0
"3009",436,1975,0,1,1,1
"3010",437,1975,0,0,15,0
"3011",438,1975,0,0,17,0
"3012",439,1975,0,2,1,1
"3013",450,1975,0,0,25,0
"3014",451,1975,0,3,4,1
"3015",452,1975,0,3,3,1
"3016",461,1975,0,2,8,1
"3017",471,1975,0,0,15,0
"3018",475,1975,2,1,9,1
"3019",481,1975,0,1,11,1
"3020",482,1975,0,1,9,1
"3021",483,1975,2,0,15,0
"3022",484,1975,0,6,3,1
"3023",490,1975,0,2,10,1
"3024",500,1975,0,2,1,1
"3025",501,1975,0,0,12,0
"3026",510,1975,0,0,14,0
"3027",516,1975,0,2,9,1
"3028",517,1975,0,1,2,1
"3029",520,1975,0,2,6,1
"3030",530,1975,0,3,1,1
"3031",540,1975,0,0,0,0
"3032",541,1975,1,0,0,0
"3033",551,1975,0,0,11,0
"3034",552,1975,0,0,10,0
"3035",553,1975,0,0,11,0
"3036",560,1975,0,0,25,0
"3037",570,1975,0,0,9,0
"3038",571,1975,0,0,9,0
"3039",572,1975,0,0,7,0
"3040",580,1975,0,1,1,1
"3041",581,1975,2,0,0,0
"3042",590,1975,0,0,7,0
"3043",600,1975,0,2,3,1
"3044",615,1975,0,3,8,1
"3045",616,1975,0,0,19,0
"3046",620,1975,1,1,6,1
"3047",625,1975,1,5,4,1
"3048",630,1975,0,1,22,1
"3049",640,1975,0,4,4,1
"3050",645,1975,0,8,2,1
"3051",651,1975,0,2,21,1
"3052",652,1975,0,9,5,1
"3053",660,1975,0,1,14,1
"3054",663,1975,0,2,17,1
"3055",666,1975,0,0,25,0
"3056",670,1975,0,0,25,0
"3057",678,1975,0,4,1,1
"3058",680,1975,0,1,7,1
"3059",690,1975,0,0,14,0
"3060",692,1975,0,0,4,0
"3061",694,1975,0,1,3,1
"3062",696,1975,0,1,3,1
"3063",698,1975,0,1,5,1
"3064",700,1975,0,1,2,1
"3065",710,1975,0,0,25,0
"3066",712,1975,0,0,25,0
"3067",713,1975,0,0,25,0
"3068",731,1975,0,0,25,0
"3069",732,1975,0,1,14,1
"3070",740,1975,0,0,25,0
"3071",750,1975,0,0,25,0
"3072",760,1975,0,0,25,0
"3073",770,1975,0,2,4,1
"3074",771,1975,2,0,4,0
"3075",775,1975,0,2,13,1
"3076",780,1975,0,0,25,0
"3077",781,1975,0,0,10,0
"3078",790,1975,0,0,25,0
"3079",800,1975,0,3,17,1
"3080",811,1975,0,1,5,1
"3081",812,1975,0,5,2,1
"3082",816,1975,0,0,21,0
"3083",817,1975,0,4,10,1
"3084",820,1975,0,0,18,0
"3085",830,1975,0,0,10,0
"3086",840,1975,0,0,25,0
"3087",850,1975,0,2,9,1
"3088",900,1975,0,0,25,0
"3089",910,1975,0,0,0,0
"3090",920,1975,0,0,25,0
"3091",950,1975,0,0,5,0
"3092",971,1975,0,0,7,0
"3093",972,1975,0,0,5,0
"3094",990,1975,0,0,13,0
"3095",2,1976,0,0,26,0
"3096",20,1976,0,0,26,0
"3097",31,1976,0,0,3,0
"3098",40,1976,0,2,19,1
"3099",41,1976,0,4,6,1
"3100",42,1976,0,3,11,1
"3101",51,1976,0,0,14,0
"3102",52,1976,0,0,14,0
"3103",53,1976,0,0,10,0
"3104",55,1976,0,0,2,0
"3105",70,1976,0,0,26,0
"3106",90,1976,0,6,13,1
"3107",91,1976,0,5,1,1
"3108",92,1976,0,3,4,1
"3109",93,1976,0,0,26,0
"3110",94,1976,0,0,26,0
"3111",95,1976,0,3,7,1
"3112",100,1976,0,4,15,1
"3113",101,1976,0,6,10,1
"3114",110,1976,0,0,10,0
"3115",115,1976,0,0,1,0
"3116",130,1976,2,8,1,1
"3117",135,1976,0,6,1,1
"3118",140,1976,0,5,7,1
"3119",145,1976,0,12,2,1
"3120",150,1976,0,2,21,1
"3121",155,1976,0,1,3,1
"3122",160,1976,2,11,1,1
"3123",165,1976,2,1,3,1
"3124",200,1976,0,0,26,0
"3125",205,1976,0,0,26,0
"3126",210,1976,0,0,26,0
"3127",211,1976,0,0,26,0
"3128",212,1976,0,0,26,0
"3129",220,1976,0,0,26,0
"3130",221,1976,0,0,26,0
"3131",223,1976,0,0,26,0
"3132",225,1976,0,0,26,0
"3133",230,1976,0,0,26,0
"3134",232,1976,0,0,26,0
"3135",235,1976,0,3,1,1
"3136",260,1976,0,0,26,0
"3137",265,1976,0,0,26,0
"3138",290,1976,0,0,26,0
"3139",305,1976,0,0,26,0
"3140",310,1976,0,0,26,0
"3141",315,1976,0,0,26,0
"3142",325,1976,0,0,26,0
"3143",331,1976,0,0,26,0
"3144",338,1976,0,0,12,0
"3145",339,1976,0,0,26,0
"3146",345,1976,0,0,26,0
"3147",350,1976,0,2,3,1
"3148",352,1976,0,1,2,1
"3149",355,1976,0,0,26,0
"3150",360,1976,0,0,26,0
"3151",365,1976,0,0,26,0
"3152",375,1976,0,0,26,0
"3153",380,1976,0,0,26,0
"3154",385,1976,0,0,26,0
"3155",390,1976,0,0,26,0
"3156",395,1976,0,0,26,0
"3157",402,1976,0,0,1,0
"3158",403,1976,0,0,1,0
"3159",404,1976,0,0,2,0
"3160",411,1976,0,1,7,1
"3161",420,1976,0,0,11,0
"3162",432,1976,0,1,8,1
"3163",433,1976,0,1,14,1
"3164",434,1976,0,6,1,1
"3165",435,1976,0,0,16,0
"3166",436,1976,1,1,2,1
"3167",437,1976,0,0,16,0
"3168",438,1976,0,0,18,0
"3169",439,1976,0,2,2,1
"3170",450,1976,0,0,26,0
"3171",451,1976,0,3,5,1
"3172",452,1976,0,3,4,1
"3173",461,1976,0,2,9,1
"3174",471,1976,0,0,16,0
"3175",475,1976,1,2,1,1
"3176",481,1976,0,1,12,1
"3177",482,1976,1,1,10,1
"3178",483,1976,0,1,1,1
"3179",484,1976,0,6,4,1
"3180",490,1976,0,2,11,1
"3181",500,1976,0,2,2,1
"3182",501,1976,0,0,13,0
"3183",510,1976,0,0,15,0
"3184",516,1976,2,2,10,1
"3185",517,1976,0,1,3,1
"3186",520,1976,0,2,7,1
"3187",530,1976,0,3,2,1
"3188",540,1976,0,0,1,0
"3189",541,1976,0,1,1,1
"3190",551,1976,0,0,12,0
"3191",552,1976,0,0,11,0
"3192",553,1976,0,0,12,0
"3193",560,1976,0,0,26,0
"3194",570,1976,0,0,10,0
"3195",571,1976,0,0,10,0
"3196",572,1976,0,0,8,0
"3197",580,1976,0,1,2,1
"3198",581,1976,0,1,1,1
"3199",590,1976,0,0,8,0
"3200",591,1976,0,0,0,0
"3201",600,1976,0,2,4,1
"3202",615,1976,0,3,9,1
"3203",616,1976,0,0,20,0
"3204",620,1976,0,2,1,1
"3205",625,1976,1,6,1,1
"3206",630,1976,0,1,23,1
"3207",640,1976,0,4,5,1
"3208",645,1976,0,8,3,1
"3209",651,1976,0,2,22,1
"3210",652,1976,0,9,6,1
"3211",660,1976,1,1,15,1
"3212",663,1976,0,2,18,1
"3213",666,1976,0,0,26,0
"3214",670,1976,0,0,26,0
"3215",678,1976,0,4,2,1
"3216",680,1976,0,1,8,1
"3217",690,1976,0,0,15,0
"3218",692,1976,0,0,5,0
"3219",694,1976,0,1,4,1
"3220",696,1976,0,1,4,1
"3221",698,1976,0,1,6,1
"3222",700,1976,0,1,3,1
"3223",710,1976,0,0,26,0
"3224",712,1976,0,0,26,0
"3225",713,1976,0,0,26,0
"3226",731,1976,0,0,26,0
"3227",732,1976,0,1,15,1
"3228",740,1976,0,0,26,0
"3229",750,1976,0,0,26,0
"3230",760,1976,0,0,26,0
"3231",770,1976,0,2,5,1
"3232",771,1976,0,1,1,1
"3233",775,1976,1,2,14,1
"3234",780,1976,0,0,26,0
"3235",781,1976,0,0,11,0
"3236",790,1976,0,0,26,0
"3237",800,1976,2,3,18,1
"3238",811,1976,0,1,6,1
"3239",812,1976,0,5,3,1
"3240",816,1976,0,0,22,0
"3241",820,1976,0,0,19,0
"3242",830,1976,0,0,11,0
"3243",840,1976,0,0,26,0
